contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,liquidity_score,symbol
AAL251121C00011000,11.0,1.11,1.09,1.11,694.0,4478,0.485356708984375,True,CALL,2025-11-21,5172.0,AAL
AAL251121C00012000,12.0,0.64,0.62,0.64,3428.0,6007,0.481450498046875,False,CALL,2025-11-21,9435.0,AAL
AAL251121C00013000,13.0,0.34,0.33,0.34,632.0,10066,0.47852083984375,False,CALL,2025-11-21,10698.0,AAL
AAL251121C00014000,14.0,0.18,0.17,0.19,536.0,136980,0.49609878906250005,False,CALL,2025-11-21,137516.0,AAL
AAL251121P00009000,9.0,0.14,0.12,0.13,10.0,6866,0.5429733203125001,False,PUT,2025-11-21,6876.0,AAL
AAL251121P00010000,10.0,0.28,0.28,0.29,3132.0,9378,0.5039112109375,False,PUT,2025-11-21,12510.0,AAL
AAL251121P00011000,11.0,0.62,0.6,0.62,348.0,32164,0.49121602539062503,False,PUT,2025-11-21,32512.0,AAL
AAL251121P00012000,12.0,1.14,1.13,1.14,68.0,26867,0.481450498046875,True,PUT,2025-11-21,26935.0,AAL
AAL251121P00013000,13.0,1.85,1.84,1.86,43.0,30738,0.49219257812500006,True,PUT,2025-11-21,30781.0,AAL
AAL251121P00014000,14.0,2.79,2.68,2.73,4.0,1172,0.5097705273437501,True,PUT,2025-11-21,1176.0,AAL
AAL251219C00009000,9.0,2.75,2.65,2.73,14.0,493,0.5019581054687501,True,CALL,2025-12-19,507.0,AAL
AAL251219C00010000,10.0,1.9,1.88,1.93,254.0,7990,0.49707534179687507,True,CALL,2025-12-19,8244.0,AAL
AAL251219C00011000,11.0,1.24,1.25,1.28,521.0,2895,0.47559118164062497,True,CALL,2025-12-19,3416.0,AAL
AAL251219C00012000,12.0,0.79,0.79,0.8,229.0,8758,0.46484910156250003,False,CALL,2025-12-19,8987.0,AAL
AAL251219C00013000,13.0,0.48,0.48,0.49,1646.0,14131,0.46680220703125,False,CALL,2025-12-19,15777.0,AAL
AAL251219C00014000,14.0,0.28,0.27,0.29,722.0,7247,0.4687553125,False,CALL,2025-12-19,7969.0,AAL
AAL251219P00009000,9.0,0.21,0.18,0.2,21.0,29427,0.5019581054687501,False,PUT,2025-12-19,29448.0,AAL
AAL251219P00010000,10.0,0.38,0.38,0.4,54.0,64096,0.47949739257812496,False,PUT,2025-12-19,64150.0,AAL
AAL251219P00011000,11.0,0.75,0.73,0.75,54.0,15624,0.46191944335937507,False,PUT,2025-12-19,15678.0,AAL
AAL251219P00012000,12.0,1.27,1.26,1.28,1083.0,4181,0.45606012695312503,True,PUT,2025-12-19,5264.0,AAL
AAL251219P00013000,13.0,2.03,1.94,1.98,17.0,18000,0.46191944335937507,True,PUT,2025-12-19,18017.0,AAL
AAL251219P00014000,14.0,2.85,2.75,2.8,3.0,1838,0.47559118164062497,True,PUT,2025-12-19,1841.0,AAL
AAL260116C00009000,9.0,2.75,2.74,2.82,9.0,746,0.52539537109375,True,CALL,2026-01-16,755.0,AAL
AAL260116C00010000,10.0,2.04,2.01,2.05,127.0,16322,0.4892629199218751,True,CALL,2026-01-16,16449.0,AAL
AAL260116C00011000,11.0,1.41,1.4,1.43,213.0,3072,0.47363807617187503,True,CALL,2026-01-16,3285.0,AAL
AAL260116C00012000,12.0,0.94,0.93,0.95,2762.0,37114,0.46094289062500005,False,CALL,2026-01-16,39876.0,AAL
AAL260116C00013000,13.0,0.58,0.6,0.62,168.0,7758,0.45898978515625005,False,CALL,2026-01-16,7926.0,AAL
AAL260116C00014000,14.0,0.36,0.38,0.4,72.0,6720,0.46094289062500005,False,CALL,2026-01-16,6792.0,AAL
AAL260116P00009000,9.0,0.26,0.24,0.27,21.0,11981,0.49219257812500006,False,PUT,2026-01-16,12002.0,AAL
AAL260116P00010000,10.0,0.49,0.48,0.5,119.0,69958,0.46484910156250003,False,PUT,2026-01-16,70077.0,AAL
AAL260116P00011000,11.0,0.85,0.84,0.86,2142.0,22546,0.44434149414062496,False,PUT,2026-01-16,24688.0,AAL
AAL260116P00012000,12.0,1.42,1.37,1.4,6.0,58901,0.4414118359375,True,PUT,2026-01-16,58907.0,AAL
AAL260116P00013000,13.0,2.13,2.03,2.07,2.0,3803,0.437505625,True,PUT,2026-01-16,3805.0,AAL
AAL260116P00014000,14.0,2.9,2.82,2.86,1.0,1067,0.4414118359375,True,PUT,2026-01-16,1068.0,AAL
AAL260220C00009000,9.0,2.8,2.91,2.95,1.0,61,0.516606396484375,True,CALL,2026-02-20,62.0,AAL
AAL260220C00010000,10.0,2.15,2.19,2.23,205.0,233,0.5019581054687501,True,CALL,2026-02-20,438.0,AAL
AAL260220C00011000,11.0,1.6,1.59,1.63,13.0,421,0.48438015625,True,CALL,2026-02-20,434.0,AAL
AAL260220C00012000,12.0,1.12,1.13,1.17,28.0,835,0.477544287109375,False,CALL,2026-02-20,863.0,AAL
AAL260220C00013000,13.0,0.75,0.79,0.82,39.0,2130,0.4726615234375,False,CALL,2026-02-20,2169.0,AAL
AAL260220C00014000,14.0,0.5,0.54,0.57,37.0,1027,0.47119669433593747,False,CALL,2026-02-20,1064.0,AAL
AAL260220P00009000,9.0,0.36,0.34,0.36,2035.0,14638,0.47949739257812496,False,PUT,2026-02-20,16673.0,AAL
AAL260220P00010000,10.0,0.64,0.61,0.63,60.0,13090,0.46045461425781253,False,PUT,2026-02-20,13150.0,AAL
AAL260220P00011000,11.0,1.01,0.99,1.03,3022.0,10173,0.44824770507812495,False,PUT,2026-02-20,13195.0,AAL
AAL260220P00012000,12.0,1.55,1.52,1.56,12.0,30644,0.43945873046875,True,PUT,2026-02-20,30656.0,AAL
AAL260220P00013000,13.0,1.82,2.17,2.21,1.0,1828,0.432622861328125,True,PUT,2026-02-20,1829.0,AAL
AAL260220P00014000,14.0,3.0,2.91,2.97,2.0,948,0.43115803222656257,True,PUT,2026-02-20,950.0,AAL
AAL260320C00009000,9.0,2.95,2.99,3.05,6.0,132,0.51562984375,True,CALL,2026-03-20,138.0,AAL
AAL260320C00010000,10.0,2.32,2.29,2.34,16.0,7709,0.5009815527343751,True,CALL,2026-03-20,7725.0,AAL
AAL260320C00011000,11.0,1.65,1.7,1.74,10.0,323,0.47998566894531247,True,CALL,2026-03-20,333.0,AAL
AAL260320C00012000,12.0,1.26,1.25,1.27,61.0,1206,0.4687553125,False,CALL,2026-03-20,1267.0,AAL
AAL260320C00013000,13.0,0.89,0.89,0.91,45.0,14867,0.46191944335937507,False,CALL,2026-03-20,14912.0,AAL
AAL260320C00014000,14.0,0.61,0.63,0.65,86.0,1275,0.459966337890625,False,CALL,2026-03-20,1361.0,AAL
AAL260320P00009000,9.0,0.45,0.4,0.43,1.0,16452,0.47363807617187503,False,PUT,2026-03-20,16453.0,AAL
AAL260320P00010000,10.0,0.71,0.68,0.71,23.0,24918,0.45215391601562505,False,PUT,2026-03-20,24941.0,AAL
AAL260320P00011000,11.0,1.14,1.08,1.11,12.0,23353,0.4370173486328125,False,PUT,2026-03-20,23365.0,AAL
AAL260320P00012000,12.0,1.57,1.59,1.64,2.0,13610,0.42774009765625004,True,PUT,2026-03-20,13612.0,AAL
AAL260320P00013000,13.0,2.28,2.23,2.28,5.0,22069,0.4194393994140625,True,PUT,2026-03-20,22074.0,AAL
AAL260320P00014000,14.0,3.05,2.97,3.05,1.0,301,0.4243221630859375,True,PUT,2026-03-20,302.0,AAL
AAL260515C00009000,9.0,3.08,3.15,3.25,8.0,37,0.5185595019531251,True,CALL,2026-05-15,45.0,AAL
AAL260515C00010000,10.0,2.59,2.5,2.57,8.0,12,0.5097705273437501,True,CALL,2026-05-15,20.0,AAL
AAL260515C00011000,11.0,1.87,1.94,1.99,3.0,66,0.4892629199218751,True,CALL,2026-05-15,69.0,AAL
AAL260515C00012000,12.0,1.4,1.49,1.52,11.0,257,0.476567734375,False,CALL,2026-05-15,268.0,AAL
AAL260515C00013000,13.0,1.13,1.12,1.15,3.0,982,0.4687553125,False,CALL,2026-05-15,985.0,AAL
AAL260515C00014000,14.0,0.85,0.83,0.87,114.0,259,0.46533737792968755,False,CALL,2026-05-15,373.0,AAL
AAL260515P00009000,9.0,0.55,0.53,0.56,1.0,285,0.4643608251953125,False,PUT,2026-05-15,286.0,AAL
AAL260515P00010000,10.0,0.88,0.84,0.87,1.0,1717,0.445318046875,False,PUT,2026-05-15,1718.0,AAL
AAL260515P00011000,11.0,1.34,1.26,1.29,2.0,8566,0.43164630859375,False,PUT,2026-05-15,8568.0,AAL
AAL260515P00012000,12.0,1.82,1.78,1.81,2.0,8910,0.418951123046875,True,PUT,2026-05-15,8912.0,AAL
AAL260515P00013000,13.0,2.4,2.4,2.44,,61,0.4101621484375,True,PUT,2026-05-15,61.0,AAL
AAL260618C00010000,10.0,2.58,2.62,2.66,46.0,37178,0.5009815527343751,True,CALL,2026-06-18,37224.0,AAL
AAL260618C00012000,12.0,1.53,1.59,1.62,77.0,12456,0.46973186523437505,False,CALL,2026-06-18,12533.0,AAL
AAL260618P00010000,10.0,0.94,0.91,0.93,2750.0,59644,0.43408769042968753,False,PUT,2026-06-18,62394.0,AAL
AAL260618P00012000,12.0,1.92,1.82,1.88,35.0,28018,0.40918559570312496,True,PUT,2026-06-18,28053.0,AAL
AAL260918C00010000,10.0,2.87,2.89,2.93,47.0,582,0.500005,True,CALL,2026-09-18,629.0,AAL
AAL260918C00012000,12.0,1.88,1.88,1.92,55.0,5048,0.47119669433593747,False,CALL,2026-09-18,5103.0,AAL
AAL260918P00010000,10.0,1.15,1.09,1.12,2001.0,24592,0.422857333984375,False,PUT,2026-09-18,26593.0,AAL
AAL260918P00012000,12.0,2.15,2.03,2.08,2.0,6811,0.3967345483398438,True,PUT,2026-09-18,6813.0,AAL
AAL261218C00010000,10.0,3.08,3.1,3.25,4.0,1363,0.5019581054687501,True,CALL,2026-12-18,1367.0,AAL
AAL261218C00012000,12.0,2.14,2.16,2.21,49.0,2611,0.47803256347656253,False,CALL,2026-12-18,2660.0,AAL
AAL261218P00010000,10.0,1.3,1.23,1.3,3.0,26602,0.41797457031249996,False,PUT,2026-12-18,26605.0,AAL
AAL261218P00012000,12.0,2.26,2.2,2.26,2.0,9640,0.389654541015625,True,PUT,2026-12-18,9642.0,AAL
AAL270115C00010000,10.0,3.21,3.2,3.3,75.0,13286,0.5034229345703125,True,CALL,2027-01-15,13361.0,AAL
AAL270115C00012000,12.0,2.27,2.25,2.29,145.0,3918,0.47949739257812496,False,CALL,2027-01-15,4063.0,AAL
AAL270115P00010000,10.0,1.36,1.31,1.35,83.0,23174,0.4165097412109374,False,PUT,2027-01-15,23257.0,AAL
AAL270115P00012000,12.0,2.31,2.25,2.31,5.0,18759,0.387701435546875,True,PUT,2027-01-15,18764.0,AAL
AAL271217C00010000,10.0,3.85,3.9,4.05,6.0,3886,0.507817421875,True,CALL,2027-12-17,3892.0,AAL
AAL271217C00013000,13.0,2.64,2.62,2.68,21.0,1735,0.47363807617187503,False,CALL,2027-12-17,1756.0,AAL
AAL271217P00010000,10.0,1.77,1.73,1.8,3.0,12471,0.39453730468750003,False,PUT,2027-12-17,12474.0,AAL
AAL271217P00013000,13.0,3.3,3.25,3.4,193.0,1944,0.35986968261718744,True,PUT,2027-12-17,2137.0,AAL
AAL280121C00010000,10.0,3.9,3.95,4.1,15.0,58,0.5063525927734375,True,CALL,2028-01-21,73.0,AAL
AAL280121C00012000,12.0,3.09,3.05,3.2,68.0,189,0.49414568359375005,False,CALL,2028-01-21,257.0,AAL
AAL280121P00010000,10.0,1.8,1.77,1.86,18.0,23,0.39600213378906257,False,PUT,2028-01-21,41.0,AAL
AAL280121P00012000,12.0,2.79,2.73,2.86,7.0,425,0.370123486328125,True,PUT,2028-01-21,432.0,AAL
